Variety,GB Grade,Area (hectare),County,Producer
DESIREE,S,3.2,Angus,Cygnet PEP Ltd
DESIREE,SE,5,Angus,Cygnet PEP Ltd
DESIREE,S,0.7,Angus,Cygnet PEP Ltd
HERMES,E,5,Angus,D Y Bishop & Co Ltd
HERMES,E,5.1,Angus,D Y Bishop & Co Ltd
HERMES,E,4.2,Angus,D Y Bishop & Co Ltd
CHARLOTTE,SE,5.8,Angus,D Y Bishop & Co Ltd
CHARLOTTE,SE,4.1,Angus,D Y Bishop & Co Ltd
MARIS PEER,SE,4.2,Angus,D Y Bishop & Co Ltd
MARIS PIPER,SE,3.7,Angus,D Y Bishop & Co Ltd
MARIS PIPER,SE,4.1,Angus,D Y Bishop & Co Ltd
MARIS PIPER,E,4.1,Angus,D Y Bishop & Co Ltd
ATLANTIC,SE,4.3,Angus,Cygnet PEP Ltd
ATLANTIC,S,4.2,Angus,Cygnet PEP Ltd
MARIS PIPER,SE,3.7,Angus,D Y Bishop & Co Ltd
SLANEY,S,0.8,Angus,IPM Potato Group Ltd
SLANEY,SE,3.2,Angus,IPM Potato Group Ltd
SPUNTA,SE,4.1,Angus,Cygnet PEP Ltd
HERMES,E,5.7,Angus,D Y Bishop & Co Ltd
MARIS PIPER,S,4.1,Angus,D Y Bishop & Co Ltd
MARIS PIPER,S,4.1,Angus,D Y Bishop & Co Ltd
MARFONA,SE,5,Angus,D Y Bishop & Co Ltd
MARFONA,SE,4.5,Angus,D Y Bishop & Co Ltd
KING EDWARD,S,6.5,Angus,D Y Bishop & Co Ltd
KING EDWARD,S,7,Angus,D Y Bishop & Co Ltd
MARIS PIPER,SE,4.5,Angus,J P Gray & Son
MARIS PIPER,SE,13,Angus,J P Gray & Son
MARIS PIPER,SE,2,Angus,J P Gray & Son
BANBA,E,0.7,Angus,IPM Potato Group Ltd
BANBA,E,3.7,Angus,IPM Potato Group Ltd
HARRY,S,0.6,Angus,Cullen Allen Ltd
HARRY,S,3,Angus,Cullen Allen Ltd
MARIS PIPER,SE,3.5,Angus,J P Gray & Son
MARIS PIPER,SE,9,Angus,J P Gray & Son
MARIS PIPER,SE,13.4,Kincardine,J P Gray & Son
LILLY,S,5.3,Perth,Solana Seeds United Kingdom Ltd
MARIS PIPER,E,0.2,Aberdeen,G & K Beverly
LADY CLAIRE,SE,2.5,Angus,Meijer Potato UK
LADY CLAIRE,S,3,Angus,Meijer Potato UK
NECTAR,PB,0.072,Ross,IPM Potato Group Ltd
SLANEY,PB,0.05,Ross,IPM Potato Group Ltd
TORNADO,PB,0.02,Ross,IPM Potato Group Ltd
ACCORD,S,1.7,Aberdeen,Meijer Potato UK
BROOKE,PB,0.15,Ross,Saltire Seed Ltd
SHELFORD,PB,0.052,Ross,Saltire Seed Ltd
DESIREE,PB,0.055,Ross,Middleton (Rosefarm)
ESTIMA,PB,0.048,Ross,Middleton (Rosefarm)
KING EDWARD,PB,0.012,Ross,Middleton (Rosefarm)
MARIS PEER,PB,0.024,Ross,Middleton (Rosefarm)
MARIS PIPER,PB,0.055,Ross,Middleton (Rosefarm)
KING RUSSET,PB,0.11,Ross,McCain Potatoes
ROYAL,PB,0.035,Ross,McCain Potatoes
INNOVATOR,PB,0.14,Ross,HZPC UK Limited
FOXY,E,1,Angus,Classified Crops Limited
CARA,SE,3.8,Aberdeen,Dow (Scotland) Limited
ULSTER PRINCE,E,0.5,Aberdeen,Dow (Scotland) Limited
CARA,SE,0.5,Aberdeen,Dow (Scotland) Limited
INNOVATOR,PB,0.014,Ross,HZPC UK Limited
SPUNTA,SE,3.5,Aberdeen,Dow (Scotland) Limited
ULSTER PRINCE,E,0.6,Aberdeen,Dow (Scotland) Limited
INNOVATOR,PB,0.16,Ross,HZPC UK Limited
CARA,SE,2.1,Aberdeen,Dow (Scotland) Limited
ULSTER PRINCE,E,0.6,Aberdeen,Dow (Scotland) Limited
CARA,SE,3.2,Aberdeen,Dow (Scotland) Limited
IVORY RUSSET,PB,0.076,Ross,HZPC UK Limited
CARA,SE,3.4,Aberdeen,Dow (Scotland) Limited
IVORY RUSSET,PB,0.014,Ross,HZPC UK Limited
ULSTER PRINCE,S,0.2,Aberdeen,Dow (Scotland) Limited
IVORY RUSSET,PB,0.061,Ross,HZPC UK Limited
SPUNTA,SE,1.6,Aberdeen,Dow (Scotland) Limited
SPUNTA,SE,1.6,Aberdeen,Dow (Scotland) Limited
TAURUS,PB,0.17,Ross,HZPC UK Limited
SPUNTA,SE,0.4,Aberdeen,Dow (Scotland) Limited
KENNEBEC,SE,2.7,Aberdeen,Dow (Scotland) Limited
SPUNTA,SE,3.1,Aberdeen,Dow (Scotland) Limited
SPUNTA,SE,1.6,Aberdeen,Dow (Scotland) Limited
TRIPLE7,PB,0.18,Ross,HZPC UK Limited
MARIS BARD,SE,1.8,Aberdeen,Dow (Scotland) Limited
MARIS BARD,S,1.2,Aberdeen,Dow (Scotland) Limited
MERLIN,SE,1,Angus,Classified Crops Limited
MARIS BARD,SE,5,Aberdeen,Dow (Scotland) Limited
MERLIN,SE,3.8,Angus,Classified Crops Limited
FOREMOST,S,0.1,Dumfries,Jamieson Bros
SHARPE'S EXPRESS,S,0.1,Dumfries,Jamieson Bros
ARRAN PILOT,S,0.1,Dumfries,Jamieson Bros
LANORMA,PB,0.054,Ross,Branston Ltd
LANORMA,PB,0.017,Ross,Branston Ltd
LANORMA,PB,0.015,Ross,Branston Ltd
EPICURE,S,0.1,Dumfries,Jamieson Bros
KONDOR,S,0.1,Dumfries,Jamieson Bros
DUKE OF YORK,S,0.1,Dumfries,Jamieson Bros
PENTLAND JAVELIN,S,0.1,Dumfries,Jamieson Bros
ULSTER SCEPTRE,S,0.1,Dumfries,Jamieson Bros
AMOUR,S,0.1,Dumfries,Jamieson Bros
KONDOR,SE,0.1,Dumfries,Jamieson Bros
BLUE BELLE,S,0.1,Dumfries,Jamieson Bros
MARIS BARD,E,0.3,Dumfries,Jamieson Bros
DUNLUCE,SE,0.1,Dumfries,Jamieson Bros
RED DUKE OF YORK,S,0.1,Dumfries,Jamieson Bros
INNOVATOR,PB,1.59,Inverness,Organic Potato Growers (Scotland) Ltd
INTERNATIONAL KIDNEY,E,0.1,Dumfries,Jamieson Bros
SHARPE'S EXPRESS,E,0.3,Dumfries,Jamieson Bros
DUKE OF YORK,E,0.6,Dumfries,Jamieson Bros
VR 808,PB,0.31,Ross,Stet Potato Ltd for Saltire Seed Ltd
VR 808,PB,0.1,Ross,Stet Potato Ltd for Saltire Seed Ltd
MARIS BARD,S,0.5,Dumfries,Jamieson Bros
EPICURE,SE,0.6,Dumfries,Jamieson Bros
AMOUR,S,0.2,Dumfries,Jamieson Bros
BLUE BELLE,S,0.2,Dumfries,Jamieson Bros
HOME GUARD,SE,0.9,Dumfries,Jamieson Bros
EPICURE,E,0.5,Dumfries,Jamieson Bros
KERR'S PINK,E,0.3,Dumfries,Jamieson Bros
FOREMOST,E,0.4,Dumfries,Jamieson Bros
INNOVATOR,S,4.2,Inverness,Organic Potato Growers (Scotland) Ltd
OPAL,PB,0.33,Ross,Solana Seeds United Kingdom Ltd
IVORY RUSSET,S,5.9,Nairn,Organic Potato Growers (Scotland) Ltd
EDISON,PB,0.15,Ross,Solana Seeds United Kingdom Ltd
PARIS,PB,0.25,Ross,Mercian Limited
EUROSTAR,PB,0.25,Ross,Stet Potato Ltd
SH C 1010,PB,0.07,Ross,Stet Potato Ltd
INNOVATOR,S,5.9,Moray,Organic Potato Growers (Scotland) Ltd
MELODY,PB,0.08,Inverness,Meijer Potato UK
ACOUSTIC,PB,0.07,Inverness,Meijer Potato UK
ACOUSTIC,PB,0.12,Inverness,Meijer Potato UK
GOLDEN WONDER,S,0.2,Angus,I A & E R Laird
INNOVATOR,S,11,Moray,Organic Potato Growers (Scotland) Ltd
GOLDEN WONDER,E,0.8,Angus,I A & E R Laird
IVORY RUSSET,S,0.4,Inverness,Organic Potato Growers (Scotland) Ltd
GEORGINA,PB,0.051,Ross,Branston Ltd
INNOVATOR,S,3.2,Aberdeen,Organic Potato Growers (Scotland) Ltd
IVORY RUSSET,S,2.9,Aberdeen,Organic Potato Growers (Scotland) Ltd
ROOSTER,PB,0.05,Ross,IPM Potato Group Ltd
CARA,SE,4.1,Angus,Strathmore Potatoes Ltd
IVORY RUSSET,S,1.5,Aberdeen,Organic Potato Growers (Scotland) Ltd
UMATILLA RUSSET,SE,0.8,Inverness,Organic Potato Growers (Scotland) Ltd
IVORY RUSSET,PB,0.15,Inverness,Organic Potato Growers (Scotland) Ltd
IVORY RUSSET,S,3.7,Nairn,Organic Potato Growers (Scotland) Ltd
IVORY RUSSET,S,2.8,Nairn,Organic Potato Growers (Scotland) Ltd
IVORY RUSSET,S,0.4,Nairn,Organic Potato Growers (Scotland) Ltd
IVORY RUSSET,S,3.7,Inverness,Organic Potato Growers (Scotland) Ltd
IVORY RUSSET,S,2.8,Nairn,Organic Potato Growers (Scotland) Ltd
IVORY RUSSET,SE,2.4,Nairn,Organic Potato Growers (Scotland) Ltd
CARA,PB,3.01,Caithness,IPM Potato Group Ltd
CARA,PB,0.33,Caithness,IPM Potato Group Ltd
SANTIAGO,PB,0.15,Caithness,IPM Potato Group Ltd
SANTIAGO,PB,1.63,Caithness,IPM Potato Group Ltd
SANTIAGO,PB,1.27,Caithness,IPM Potato Group Ltd
BANBA,PB,0.34,Caithness,IPM Potato Group Ltd
BANBA,PB,2.21,Caithness,IPM Potato Group Ltd
NECTAR,PB,0.57,Caithness,IPM Potato Group Ltd
LANORMA,PB,0.85,Aberdeen,Branston Ltd
NECTAR,PB,0.15,Caithness,IPM Potato Group Ltd
SHANNON,PB,0.9,Caithness,IPM Potato Group Ltd
LANORMA,PB,0.25,Aberdeen,Branston Ltd
LUCERA,S,1.8,Aberdeen,Branston Ltd
LUCERA,S,1.1,Aberdeen,Branston Ltd
LUCERA,S,2.4,Aberdeen,Branston Ltd
LUCERA,PB,1.83,Aberdeen,Branston Ltd
LUNAROSSA,PB,0.073,Aberdeen,Branston Ltd
LUNAROSSA,PB,0.003,Aberdeen,Branston Ltd
LUNAROSSA,PB,0.024,Aberdeen,Branston Ltd
DESIREE,S,3.3,Angus,Cullen Allen Ltd
LAURA,PB,0.033,Aberdeen,Branston Ltd
BABYLON,S,0.9,Perth,Agrico UK Ltd
BABYLON,S,0.2,Perth,Agrico UK Ltd
LAURA,PB,0.1,Aberdeen,Branston Ltd
CARA,SE,0.8,Angus,Cullen Allen Ltd
BABYLON,S,1.5,Perth,Agrico UK Ltd
CULTRA,S,0.1,Angus,Cullen Allen Ltd
BABYLON,S,4.5,Perth,Agrico UK Ltd
LAURA,PB,0.025,Aberdeen,Branston Ltd
SPECTRA,S,1.5,Perth,Agrico UK Ltd
BERMUDA,PB,0.08,Caithness,IPM Potato Group Ltd
BERMUDA,PB,0.42,Caithness,IPM Potato Group Ltd
GALACTICA,PB,1.04,Caithness,IPM Potato Group Ltd
GALACTICA,PB,0.146,Caithness,IPM Potato Group Ltd
FLIPPER,PB,0.13,Caithness,IPM Potato Group Ltd
ANNA,PB,0.13,Caithness,IPM Potato Group Ltd
ANNA,PB,0.52,Caithness,IPM Potato Group Ltd
BUSTER,PB,0.3,Caithness,IPM Potato Group Ltd
SORAYA,S,1,Fife,Cullen Allen Ltd
BUSTER,PB,0.66,Caithness,IPM Potato Group Ltd
SORAYA,S,4.4,Fife,Cullen Allen Ltd
BARNA,PB,0.25,Caithness,IPM Potato Group Ltd
JAVA,PB,0.07,Caithness,IPM Potato Group Ltd
JAVA,PB,0.59,Caithness,IPM Potato Group Ltd
LANORMA,S,1.1,Perth,Branston Ltd
LANORMA,S,6.1,Perth,Branston Ltd
LANORMA,SE,1.9,Perth,Branston Ltd
ACCORD,E,0.1,Inverness,Meijer Potato UK
ACCORD,E,0.1,Inverness,Meijer Potato UK
ACCORD,E,0.1,Inverness,Meijer Potato UK
ACCORD,E,0.1,Inverness,Meijer Potato UK
ACCORD,E,0.2,Inverness,Meijer Potato UK
MELODY,PB,0.14,Inverness,Meijer Potato UK
MELODY,PB,0.7,Inverness,Meijer Potato UK
ACOUSTIC,PB,2.24,Inverness,Meijer Potato UK
ACOUSTIC,PB,0.47,Inverness,Meijer Potato UK
ACOUSTIC,PB,0.27,Inverness,Meijer Potato UK
ACOUSTIC,S,1.7,Inverness,Meijer Potato UK
ACCORD,E,0.2,Inverness,Meijer Potato UK
ACOUSTIC,S,0.6,Inverness,Meijer Potato UK
MARIS PIPER,S,9.9,Perth,M J & J McLaren
MARIS PIPER,S,3.3,Perth,M J & J McLaren
MARIS PIPER,S,6.8,Perth,M J & J McLaren
MARIS PIPER,E,3.5,Perth,M J & J McLaren
MARIS PIPER,SE,12.5,Perth,M J & J McLaren
LUCERA,PB,0.003,Aberdeen,Branston Ltd
LUCERA,PB,0.05,Aberdeen,Branston Ltd
LUCERA,PB,0.042,Aberdeen,Branston Ltd
LANORMA,PB,0.023,Aberdeen,Branston Ltd
LANORMA,PB,0.049,Aberdeen,Branston Ltd
LANORMA,PB,0.017,Aberdeen,Branston Ltd
HERMES,E,4.5,Angus,Cullen Allen Ltd
HERMES,E,1.1,Angus,Cullen Allen Ltd
MARIS PIPER,E,11.5,Angus,Craignathro Farms Ltd
CLEO,S,0.1,Angus,Classified Crops Limited
CARA,S,1.1,Perth,Bennett Seed Exports Ltd
CARA,SE,5.9,Angus,Craignathro Farms Ltd
LANORMA,S,1.2,Angus,Branston Ltd
MARIS PIPER,S,2.2,Angus,Craignathro Farms Ltd
MARIS PIPER,SE,6.4,Angus,Craignathro Farms Ltd
MARIS PIPER,S,6,Kincardine,Gordon A Reid
HERMES,S,0.8,Angus,Craignathro Farms Ltd
CARA,S,14.2,Kincardine,Gordon A Reid
HERMES,SE,2.4,Angus,Craignathro Farms Ltd
LANORMA,SE,1.5,Angus,Branston Ltd
DESIREE,S,7.1,Kincardine,Gordon A Reid
DESIREE,S,8.7,Kincardine,Gordon A Reid
VERDI,PB,0.61,Aberdeen,Solana Seeds United Kingdom Ltd
LAPERLA,PB,0.33,Aberdeen,Solana Seeds United Kingdom Ltd
LAPERLA,PB,0.3,Aberdeen,Solana Seeds United Kingdom Ltd
LAPERLA,PB,0.28,Aberdeen,Solana Seeds United Kingdom Ltd
CARUSO,PB,0.93,Aberdeen,Solana Seeds United Kingdom Ltd
CARUSO,PB,0.36,Aberdeen,Solana Seeds United Kingdom Ltd
ALMONDA,PB,0.41,Aberdeen,Solana Seeds United Kingdom Ltd
ALMONDA,PB,0.02,Aberdeen,Solana Seeds United Kingdom Ltd
NOYA,PB,0.34,Aberdeen,Solana Seeds United Kingdom Ltd
VERDI,PB,1.38,Aberdeen,Solana Seeds United Kingdom Ltd
GEORGINA,S,3.7,Angus,Branston Ltd
MARIS PIPER,S,4.2,Kincardine,Gordon A Reid
BELMONDA,PB,2.01,Aberdeen,Solana Seeds United Kingdom Ltd
BELMONDA,PB,0.7,Aberdeen,Solana Seeds United Kingdom Ltd
ATLANTIC,E,1.8,Angus,Craignathro Farms Ltd
ALMONDA,S,1,Aberdeen,Solana Seeds United Kingdom Ltd
DESIREE,S,2.2,Kincardine,Gordon A Reid
CARUSO,PB,1.89,Aberdeen,Solana Seeds United Kingdom Ltd
CARUSO,PB,0.58,Aberdeen,Solana Seeds United Kingdom Ltd
CARUSO,PB,1.74,Aberdeen,Solana Seeds United Kingdom Ltd
CARUSO,PB,1.34,Aberdeen,Solana Seeds United Kingdom Ltd
CARUSO,S,2,Aberdeen,Solana Seeds United Kingdom Ltd
LAPERLA,S,2.6,Aberdeen,Solana Seeds United Kingdom Ltd
LAPERLA,PB,0.65,Aberdeen,Solana Seeds United Kingdom Ltd
CARA,S,2.2,Kincardine,Gordon A Reid
LAPERLA,PB,0.2,Aberdeen,Solana Seeds United Kingdom Ltd
LAPERLA,PB,0.41,Aberdeen,Solana Seeds United Kingdom Ltd
LAPERLA,PB,0.15,Aberdeen,Solana Seeds United Kingdom Ltd
LADY BALFOUR,PB,0.34,Inverness,Greenvale AP
LADY BALFOUR,PB,0.41,Inverness,Greenvale AP
JESTER,PB,1.68,Inverness,Greenvale AP
JESTER,PB,0.34,Inverness,Greenvale AP
VENEZIA,PB,0.5,Inverness,Europlant for Greenvale AP
KING EDWARD,S,1,Kincardine,Gordon A Reid
JAZZY,PB,0.09,Inverness,Meijer Potato UK
JAZZY,PB,0.03,Inverness,Meijer Potato UK
LADY BALFOUR,PB,0.01,Inverness,Europlant for Greenvale AP
VENEZIA,PB,2.43,Inverness,Europlant for Greenvale AP
JAZZY,PB,0.87,Inverness,Meijer Potato UK
JELLY,S,0.9,Nairn,Europlant for Greenvale AP
EDISON,S,0.9,Kincardine,Solana Seeds United Kingdom Ltd
MIRANDA,S,1.6,Kincardine,Solana Seeds United Kingdom Ltd
TYSON,S,2.6,Perth,Stet for Greenvale AP
ALBERTA,PB,0.012,Aberdeen,Maincrop Potatoes Ltd
ALBERTA,PB,0.36,Aberdeen,Maincrop Potatoes Ltd
LADY BALFOUR,S,0.8,Fife,Greenvale AP
TYSON,S,1.3,Fife,Stet for Greenvale AP
LADY BALFOUR,SE,8.7,Fife,Greenvale AP
ANNALISA,PB,0.11,Aberdeen,Branston Ltd
ANNALISA,PB,0.053,Aberdeen,Branston Ltd
ANNALISA,PB,0.05,Aberdeen,Branston Ltd
ANNALISA,PB,0.014,Aberdeen,Branston Ltd
ASPARGES,E,0.4,Angus,Salmon Gibston Farms Ltd
CARA,S,0.7,Angus,Salmon Gibston Farms Ltd
CHARLOTTE,S,0.4,Angus,Salmon Gibston Farms Ltd
CHARLOTTE,S,0.1,Angus,Salmon Gibston Farms Ltd
PINK FIR APPLE,S,0.5,Angus,Salmon Gibston Farms Ltd
ASPARGES,S,0.1,Angus,Salmon Gibston Farms Ltd
CHARLOTTE,S,0.4,Angus,Salmon Gibston Farms Ltd
PINK FIR APPLE,S,0.1,Angus,Salmon Gibston Farms Ltd
ASPARGES,S,0.1,Angus,Salmon Gibston Farms Ltd
CHARLOTTE,S,0.1,Angus,Salmon Gibston Farms Ltd
BELLE DE FONTENAY,S,0.1,Angus,Salmon Gibston Farms Ltd
CARA,S,1.6,Angus,IPM Potato Group Ltd
ELECTRA,S,0.6,Angus,IPM Potato Group Ltd
ELECTRA,SE,5.2,Angus,IPM Potato Group Ltd
CARA,SE,4,Angus,IPM Potato Group Ltd
CARA,SE,4.8,Angus,IPM Potato Group Ltd
GALACTICA,SE,4,Angus,IPM Potato Group Ltd
BARNA,SE,3.5,Angus,IPM Potato Group Ltd
BARNA,S,0.9,Angus,IPM Potato Group Ltd
BARNA,SE,0.9,Angus,IPM Potato Group Ltd
HERMES,SE,3.6,Angus,IPM Potato Group Ltd
HERMES,S,0.4,Angus,IPM Potato Group Ltd
KINGSMAN,S,1.6,Perth,Cygnet Potato Breeders Ltd
MARIS PIPER,E,3.6,Angus,F B Murray
MARIS PIPER,S,1.6,Perth,M J & J McLaren
VALOR,PB,0.03,Perth,Caledonia Potatoes Ltd
MARKIES,SE,1,Kincardine,Agrico UK Ltd
INNOVATOR,S,4.5,Angus,McCain Potatoes
RUSSET BURBANK,S,4.5,Angus,McCain Potatoes
CRISTINA,PB,0.017,Caithness,IPM Potato Group Ltd
JAVA,PB,0.031,Caithness,IPM Potato Group Ltd
BANBA,PB,0.028,Caithness,IPM Potato Group Ltd
CARA,PB,0.036,Caithness,IPM Potato Group Ltd
BARNA,PB,0.054,Caithness,IPM Potato Group Ltd
FLIPPER,PB,0.022,Caithness,IPM Potato Group Ltd
SANTIAGO,PB,0.014,Caithness,IPM Potato Group Ltd
ANNA,PB,0.011,Caithness,IPM Potato Group Ltd
GALACTICA,PB,0.024,Caithness,IPM Potato Group Ltd
BERMUDA,PB,0.018,Caithness,IPM Potato Group Ltd
SUNLIGHT,PB,0.016,Caithness,IPM Potato Group Ltd
BUSTER,PB,0.04,Caithness,IPM Potato Group Ltd
SHANNON,PB,0.119,Caithness,IPM Potato Group Ltd
SHANNON,PB,0.059,Caithness,IPM Potato Group Ltd
BUSTER,PB,0.046,Caithness,IPM Potato Group Ltd
INNOVATOR,SE,5.7,Moray,Organic Potato Growers (Scotland) Ltd
INNOVATOR,E,1.2,Moray,Organic Potato Growers (Scotland) Ltd
MARIS PEER,S,0.5,Moray,Organic Potato Growers (Scotland) Ltd
MARIS PEER,PB,0.45,Inverness,Organic Potato Growers (Scotland) Ltd
MARIS PEER,SE,0.8,Moray,Organic Potato Growers (Scotland) Ltd
IVORY RUSSET,SE,3,Nairn,Organic Potato Growers (Scotland) Ltd
IVORY RUSSET,SE,5.6,Nairn,Organic Potato Growers (Scotland) Ltd
IVORY RUSSET,SE,1,Nairn,Organic Potato Growers (Scotland) Ltd
MARIS PEER,SE,4.3,Nairn,Organic Potato Growers (Scotland) Ltd
IVORY RUSSET,E,4.2,Nairn,Organic Potato Growers (Scotland) Ltd
INNOVATOR,S,3.9,Inverness,Organic Potato Growers (Scotland) Ltd
VENEZIA,S,1,Nairn,Europlant for Greenvale AP
CARA,SE,1.2,Kincardine,J I Forbes & Partner
CARA,E,2.6,Kincardine,J I Forbes & Partner
CARA,SE,4.6,Kincardine,J I Forbes & Partner
RED KING EDWARD,SE,0.4,Perth,Strathmore Potatoes Ltd
PENTLAND DELL,S,4.8,Kincardine,J I Forbes & Partner
PENTLAND DELL,SE,4.2,Kincardine,J I Forbes & Partner
ALOUETTE,PB,0.01,Aberdeen,Agrico UK Ltd
PREMIERE,PB,0.01,Aberdeen,Agrico UK Ltd
RUDOLPH,PB,0.15,Aberdeen,Agrico UK Ltd
PREMIERE,PB,0.08,Aberdeen,Agrico UK Ltd
ALOUETTE,PB,0.09,Aberdeen,Agrico UK Ltd
RUDOLPH,SE,1.4,Aberdeen,Agrico UK Ltd
RUDOLPH,PB,1.32,Aberdeen,Agrico UK Ltd
PREMIERE,PB,0.4,Aberdeen,Agrico UK Ltd
MARFONA,S,0.2,Perth,Strathmore Potato Growers Ltd
MARFONA,E,3.2,Perth,Strathmore Potato Growers Ltd
IVORY RUSSET,PB,0.18,Orkney,HZPC UK Limited
IVORY RUSSET,PB,0.01,Orkney,HZPC UK Limited
CHALLENGER,PB,0.2,Orkney,HZPC UK Limited
CHALLENGER,PB,0.08,Orkney,HZPC UK Limited
IVORY RUSSET,PB,0.44,Orkney,HZPC UK Limited
CHALLENGER,PB,1.15,Orkney,HZPC UK Limited
SAGITTA,PB,0.92,Orkney,HZPC UK Limited
ARRAN PILOT,PB,0.01,Orkney,Strathmore Potatoes Ltd
PIPPA,PB,0.02,Orkney,Strathmore Potatoes Ltd
CAESAR,PB,0.02,Orkney,HZPC UK Limited
MARIS PIPER,PB,0.02,Orkney,Farewell Farms
HERMES,S,4.2,Angus,D & J Grant
HERMES,SE,4.4,Angus,D & J Grant
DESIREE,PB,0.015,Orkney,Farewell Farms
PENTLAND DELL,SE,5,Angus,D & J Grant
PENTLAND DELL,S,5,Angus,D & J Grant
MARFONA,S,0.3,Orkney,Strathmore Potato Growers Ltd
HERMES,S,1.3,Angus,D & J Grant
WILJA,S,8.4,Angus,D & J Grant
MARIS BARD,SE,0.1,Orkney,Strathmore Potatoes Ltd
MARIS BARD,SE,0.1,Orkney,Strathmore Potatoes Ltd
MARIS PIPER,PB,0.06,Orkney,Farewell Farms
MARIS PIPER,PB,0.15,Orkney,Farewell Farms
MARIS PIPER,PB,0.06,Orkney,Farewell Farms
DRUID,PB,0.01,Aberdeen,IPM Potato Group Ltd
DRUID,PB,0.08,Aberdeen,IPM Potato Group Ltd
FANDANGO,PB,0.4,Aberdeen,IPM Potato Group Ltd
NECTAR,PB,0.37,Aberdeen,IPM Potato Group Ltd
FANDANGO,SE,0.1,Aberdeen,IPM Potato Group Ltd
NECTAR,S,2.3,Aberdeen,IPM Potato Group Ltd
DRUID,PB,1.25,Aberdeen,IPM Potato Group Ltd
FANDANGO,SE,1.5,Aberdeen,IPM Potato Group Ltd
DRUID,S,5,Aberdeen,IPM Potato Group Ltd
PALACE,PB,0.01,Aberdeen,Agrico UK Ltd
PALACE,PB,0.06,Aberdeen,Agrico UK Ltd
ARGOS,E,9.4,Kincardine,Classified Crops Limited
ARGOS,E,2.5,Kincardine,Classified Crops Limited
LA STRADA,S,3.5,Aberdeen,Cygnet PEP Ltd
LA STRADA,S,4.4,Aberdeen,Cygnet PEP Ltd
LA STRADA,S,0.8,Aberdeen,Cygnet PEP Ltd
CARA,S,6.1,Banff,Cygnet PEP Ltd
CARA,S,1.4,Banff,Cygnet PEP Ltd
ATLANTIC,S,16.3,Aberdeen,Cygnet PEP Ltd
ATLANTIC,S,1.9,Aberdeen,Cygnet PEP Ltd
ATLANTIC,S,1.8,Aberdeen,Cygnet PEP Ltd
ATLANTIC,S,0.2,Aberdeen,Cygnet PEP Ltd
ATLANTIC,S,5.6,Aberdeen,Cygnet PEP Ltd
ATLANTIC,S,0.3,Aberdeen,Cygnet PEP Ltd
HERMES,S,7.8,Banff,Cygnet PEP Ltd
HERMES,S,0.7,Banff,Cygnet PEP Ltd
ATLANTIC,S,8.8,Moray,Cygnet PEP Ltd
ATLANTIC,S,1.7,Moray,Cygnet PEP Ltd
ATLANTIC,S,11.1,Aberdeen,Cygnet PEP Ltd
ATLANTIC,S,1.4,Aberdeen,Cygnet PEP Ltd
CARA,S,7.1,Banff,Cygnet PEP Ltd
CARA,SE,0.8,Banff,Cygnet PEP Ltd
LA STRADA,S,1.2,Banff,Cygnet PEP Ltd
SAFIYAH,SE,2.8,Banff,Cygnet PEP Ltd
SAFIYAH,SE,1.4,Banff,Cygnet PEP Ltd
SAFIYAH,SE,1.2,Banff,Cygnet PEP Ltd
SPUNTA,S,10.3,Aberdeen,Cygnet PEP Ltd
BABY LOU,S,1.4,Angus,Solana Seeds United Kingdom Ltd
SPUNTA,S,2.4,Aberdeen,Cygnet PEP Ltd
SPUNTA,S,1.1,Aberdeen,Cygnet PEP Ltd
BABY LOU,SE,4,Angus,Solana Seeds United Kingdom Ltd
HERMES,S,4.1,Moray,Cygnet PEP Ltd
HERMES,S,0.5,Moray,Cygnet PEP Ltd
SAFIYAH,SE,2.3,Moray,Cygnet PEP Ltd
SAFIYAH,SE,1.1,Moray,Cygnet PEP Ltd
LA STRADA,S,0.5,Banff,Cygnet PEP Ltd
HERMES,S,0.9,Banff,Cygnet PEP Ltd
ATLANTIC,S,2.1,Banff,Cygnet PEP Ltd
DESIREE,S,0.9,Banff,Cygnet PEP Ltd
ATLANTIC,S,1.1,Banff,Cygnet PEP Ltd
CARA,S,0.1,Banff,Cygnet PEP Ltd
HERMES,S,0.1,Banff,Cygnet PEP Ltd
SPUNTA,S,0.1,Banff,Cygnet PEP Ltd
ATLANTIC,S,0.2,Banff,Cygnet PEP Ltd
SAFIYAH,S,0.1,Banff,Cygnet PEP Ltd
LA STRADA,S,0.1,Banff,Cygnet PEP Ltd
SPUNTA,S,4.7,Aberdeen,Cygnet PEP Ltd
SPUNTA,S,0.8,Aberdeen,Cygnet PEP Ltd
SPUNTA,S,0.8,Aberdeen,Cygnet PEP Ltd
HERMES,S,1.7,Banff,Cygnet PEP Ltd
DUKE OF YORK,S,0.2,Banff,Cygnet PEP Ltd
SAFIYAH,SE,0.1,Banff,Cygnet PEP Ltd
DUKE OF YORK,S,0.2,Banff,Cygnet PEP Ltd
MIRANDA,S,1.7,Angus,Solana Seeds United Kingdom Ltd
MIRANDA,S,3.5,Angus,Solana Seeds United Kingdom Ltd
CARA,S,0.5,Banff,Cygnet PEP Ltd
CARA,S,1.8,Banff,Cygnet PEP Ltd
CARA,SE,3.8,Banff,Cygnet PEP Ltd
CARA,SE,1,Banff,Cygnet PEP Ltd
